icao,ident,lat,lon,heading_true_deg,length_ft,width_ft,displaced_threshold_ft,elevation_ft,surface
ETNN,06,50.826801,6.64222,67,8003,148,,383,ASP
ETNN,24,50.835499,6.674,247,8003,148,,330,ASP
ETNS,05,54.45199966430664,9.5024995803833,47.7,8003,98,,64,ASP
ETNS,23,54.46670150756836,9.530329704284668,227.7,8003,98,,65,ASP
ETNS,07,54.455299,9.5025,74,6554,148,,59,ASP
ETNS,25,54.460499,9.532,254,6554,148,,70,ASP
ETNT,07,53.5457,7.64933,78,8005,98,,23,ASP
ETNT,25,53.550201,7.68533,258,8005,98,,19,ASP
ETNW,02,52.445,9.427,26,5573,157,,179,ASP
ETNW,20,52.458698,9.43833,206,5573,157,,170,ASP
ETNW,08,52.45634078979492,9.416230201721191,81,8199,148,,172,ASP
ETNW,26,52.45899963378906,9.445699691772461,261,8199,148,,171,ASP
ETNW,08R,52.45479965209961,9.416330337524414,81.4,3569,132,,169,GRS
ETNW,26L,52.456298828125,9.432169914245605,261.4,3569,132,,167,GRS
ETOI,10,49.6343994140625,11.760299682617188,102,3500,80,,1353,ASP
ETOI,28,49.63249969482422,11.774399757385254,282,3500,80,,1353,ASP
ETOU,07,50.04710006713867,8.311030387878418,73.3,7065,120,,454,ASP
ETOU,25,50.0526008605957,8.339839935302734,253.3,7065,120,121,459,ASP
ETSB,03,50.16400146484375,7.0547099113464355,29.3,8225,148,,1550,ASP
ETSB,21,50.18360137939453,7.071929931640625,209.3,8225,148,,1564,ASP
ETSH,09,51.76850128173828,13.150199890136719,93.3,7936,98,,254,PEM
ETSH,27,51.7672004699707,13.185199737548828,273.3,7936,98,,263,PEM
ETSI,06L,48.716702,11.5155,68,8002,98,,1196,CON
ETSI,24R,48.724899,11.5462,248,8002,98,602,1191,CON
ETSI,06R,48.704498,11.5187,68,9646,197,,1201,PEM
ETSI,24L,48.714298,11.5558,248,9646,197,,1194,PEM
ETSL,03,48.175899505615234,10.85319995880127,29,8012,98,,1819,CON
ETSL,21,48.195098876953125,10.869099617004395,209,8012,98,,1787,CON
ETSN,09,48.71120071411133,11.194999694824219,91,8005,98,,1249,ASP
ETSN,27,48.71080017089844,11.22819995880127,271,8005,98,,1246,ASP
EVLA,06,56.51449966430664,21.08180046081543,70,6568,131,,5,ASP
EVLA,24,56.520599365234375,21.11240005493164,250,6568,131,,16,ASP
EVRA,18,56.93510055541992,23.973100662231445,185,10499,148,,31,ASP
EVRA,36,56.906436920166016,23.968345642089844,5,10499,148,,37,ASP
EVVA,03,57.35309982299805,21.537900924682617,35.5,4259,105,,19,PEM
EVVA,21,57.36249923706055,21.550399780273438,215.5,4259,105,,12,PEM
EYKA,08,54.9627,24.0595,85,10663,148,1116,236,ASP
EYKA,26,54.965153,24.110056,265,10663,148,788,256,ASP
EYPA,01,55.96442413330078,21.090309143066406,13,7480,148,,33,ASP
EYPA,19,55.98176574707031,21.09729766845703,193,7480,148,,33,ASP
EYPP,13,55.73609924316406,24.450599670410156,137,6562,131,,190,CON
EYPP,31,55.722801208496094,24.472200393676758,317,6562,131,,190,CON
EYSA,14L,55.906898498535156,23.3794002532959,146.1,11483,148,,443,CON
EYSA,32R,55.88079833984375,23.410600662231445,326.1,11483,148,,437,CON
EYSA,14R,55.90420150756836,23.378000259399414,146.1,10761,105,,439,CON
EYSA,32L,55.87969970703125,23.40730094909668,326.1,10761,105,,433,CON
EYSB,10,56.07160186767578,23.55030059814453,104,3281,98,,270,ASP
EYSB,28,56.06949996948242,23.565799713134766,284,3281,98,,270,ASP
EYVI,01,54.62369918823242,25.278499603271484,22,8251,164,,594,ASP
EYVI,19,54.64459991455078,25.293100357055664,202,8251,164,,646,ASP
FA36,18,29.51810074,-82.87480164,180,3909,70,,,ASPH
FA36,36,29.50740051,-82.87480164,330,3909,70,,,ASPH
FA37,18,26.122800827026367,-81.7031021118164,180,4400,100,300,,ASPH
FA37,36,26.11079978942871,-81.7031021118164,313.8,4400,100,317,,ASPH
FA40,05,28.279499053955078,-82.64969635009766,50,4425,50,375,,ASPH-G
FA40,23,28.285499572753906,-82.6416015625,315,4425,50,650,,ASPH-G
FA54,05,26.8508,-82.256104,50,6000,100,,,ASPH-F
FA54,23,26.8582,-82.2463,230,6000,100,,,ASPH-F
FAAB,01,-28.58289909362793,16.536300659179688,346.6,6063,151,,98,ASP
FAAB,19,-28.567100524902344,16.53030014038086,166.6,6063,151,,82,ASP
FAAB,07,-28.57830047607422,16.524700164794922,44,5499,118,,69,GVL
FAAB,25,-28.566999435424805,16.53660011291504,224,5499,118,,80,GVL
FAAB,11,-28.56839942932129,16.52199935913086,88,4823,115,,82,GVL
FAAB,29,-28.567699432373047,16.53700065612793,268,4823,115,,80,GVL
FAAG,07,-29.288000106811523,18.805700302124023,49,6824,66,,,ASP
FAAG,25,-29.27560043334961,18.822099685668945,229,6824,66,,,ASP
FAAL,10,-22.67970085144043,29.048500061035156,84,4757,100,,,ASP
FAAL,28,-22.67840003967285,29.0625,264,4757,100,,,ASP
FABB,18,-26.23259925842285,28.299100875854492,159,5902,49,,5350,ASP
FABB,36,-26.244699478149414,28.304399490356445,339,5902,49,,5300,ASP
FABE,08,-32.90340042114258,27.26799964904785,57,8202,197,,1945,ASP
FABE,26,-32.890899658203125,27.290300369262695,237,8202,197,,1950,ASP
FABL,02,-29.105100631713867,26.30229949951172,360,8396,151,,4413,ASP
FABL,20,-29.082000732421875,26.302499771118164,180,8396,151,,4421,ASP
FABL,12,-29.089599609375,26.285400390625,102,7202,151,,4457,ASP
FABL,30,-29.093599319458008,26.3075008392334,282,7202,151,,4413,ASP
FABM,11,-28.247800827026367,28.33009910583496,96,3855,49,,5517,ASP
FABM,29,-28.249000549316406,28.342199325561523,276,3855,49,,5561,ASP
FABM,13,-28.244800567626953,28.329099655151367,108,4301,150,,5498,GRS
FABM,31,-28.24850082397461,28.34160041809082,288,4301,150,,5558,GRS
FABO,07,-27.370100021362305,26.624300003051758,53,4003,30,,,ASP
FABO,25,-27.363500595092773,26.63409996032715,233,4003,30,,,ASP
FACT,01,-33.987701416015625,18.60890007019043,346,10502,200,,144,ASP
FACT,19,-33.959800720214844,18.600000381469727,166,10502,200,,147,ASP
FACT,16,-33.96139907836914,18.59749984741211,136,5581,151,,143,ASP
FACT,34,-33.9723014831543,18.61039924621582,316,5581,151,,151,ASP
FADK,04,-28.37350082397461,32.24580001831055,21.9,4003,151,,,CON
FADK,22,-28.363300323486328,32.2504997253418,201.9,4003,151,,,CON
FADU,18,-25.35700035095215,30.186399459838867,164,3215,40,,6050,asphalt
FADU,36,-25.365100860595703,30.188800811767578,344,3215,40,,5958,asphalt
FAEL,06,-33.04199981689453,27.820199966430664,37,5200,150,,394,ASP
FAEL,24,-33.030601501464844,27.830299377441406,217,5200,150,,407,ASP
FAEL,11,-33.03730010986328,27.811599731445312,82,6362,150,,435,ASP
FAEL,29,-33.0348014831543,27.832399368286133,262,6362,150,,387,ASP
FAEO,13,-26.492900848388672,29.972700119018555,113,5085,33,383,5792,ASP
FAEO,31,-26.498300552368164,29.986799240112305,293,5085,33,252,5801,ASP
FAFB,08,-28.8262996673584,27.902700424194336,60,4593,49,,,ASP
FAFB,26,-28.819900512695312,27.91510009765625,240,4593,49,,,ASP
FAGC,17,-25.979000091552734,28.135900497436523,153,6004,75,175,5247,ASP
FAGC,35,-25.993600845336914,28.14419937133789,333,6004,75,175,5325,ASP
FAGG,11,-34.00590133666992,22.367700576782227,89,6562,148,,622,ASP
FAGG,29,-34.00519943237305,22.389299392700195,269,6562,148,,648,ASP
FAGM,11,-26.242701,28.140499,89,5617,50,,5438,ASP
FAGM,29,-26.242399,28.1577,269,5617,50,455,5483,ASP
FAGM,17,-26.235399,28.147699,158,4898,50,577,5424,ASP
FAGM,35,-26.2477,28.153601,338,4898,50,378,5460,ASP
FAGR,02,-32.1974983215332,24.540300369262695,15,4921,75,,2582,ASP
FAGR,20,-32.18439865112305,24.54450035095215,195,4921,75,,2604,ASP
FAGR,15,-32.191200256347656,24.535400390625,127,2801,98,,2588,GVL
FAGR,33,-32.1963005065918,24.543399810791016,307,2801,98,,2588,GVL
FAGT,04,-33.29010009765625,26.494400024414062,20,3871,131,,,GRS
FAGT,22,-33.28020095825195,26.498699188232422,200,3871,131,,,GRS
FAGT,12,-33.285701751708984,26.49090003967285,100,2756,131,,,GRS
FAGT,30,-33.2869987487793,26.499799728393555,280,2756,131,,,GRS
FAGT,16,-33.28089904785156,26.49370002746582,136,3937,49,,,ASP
FAGT,34,-33.288700103759766,26.50279998779297,316,3937,49,,,ASP
FAGY,06,-29.127399444580078,30.581199645996094,41.8,5328,36,531,3531,ASP
FAGY,24,-29.116600036621094,30.592199325561523,221.8,5328,36,,3472,ASP
FAHA,08,-28.08169937133789,26.855499267578125,59,3809,30,480,4384,ASP
FAHA,26,-28.0762996673584,26.8656005859375,239,3809,30,475,4398,ASP
FAHA,15,-28.074600219726562,26.85569953918457,130,2999,98,,,GRE
FAHA,33,-28.080299377441406,26.863399505615234,310,2999,98,,,GRE
FAHR,15,-28.231300354003906,29.1018009185791,135,3937,49,,5525,ASP
FAHR,33,-28.238800048828125,29.110599517822266,315,3937,49,,5585,ASP
FAHS,09,-24.38279914855957,31.035400390625,76,6939,88,,1710,ASP
FAHS,27,-24.37849998474121,31.05590057373047,256,6939,88,,1743,ASP
FAHS,18,-24.33930015563965,31.046300888061523,164,13095,151,,1659,ASP
FAHS,36,-24.374000549316406,31.05739974975586,344,13095,151,,1734,ASP
FAHV,10,-30.565900802612305,25.52050018310547,79,4298,75,,,ASP
FAHV,28,-30.563800811767578,25.533899307250977,259,4298,75,,,ASP
FAHV,15,-30.55660057067871,25.524599075317383,124,3694,75,,,ASP
FAHV,33,-30.562299728393555,25.53420066833496,304,3694,75,,,ASP
FAKD,05,-26.869300842285156,26.71820068359375,31,2953,82,,,GRE
FAKD,23,-26.862300872802734,26.722900390625,211,2953,82,,,GRE
FAKD,15,-26.86479949951172,26.716800689697266,133,3281,82,,,GRE
FAKD,33,-26.8710994720459,26.72439956665039,313,3281,82,,,GRE
FAKD,18,-26.864500045776367,26.71619987487793,166,4921,59,,,ASP
FAKD,36,-26.877599716186523,26.71980094909668,346,4921,59,,,ASP
FAKM,02,-28.820299,24.7652,359,9843,148,,3900,ASP
FAKM,20,-28.7931,24.7652,179,9843,148,,3940,ASP
FAKM,10,-28.805099487304688,24.750999450683594,80,8002,148,,3950,ASP
FAKM,28,-28.80109977722168,24.775400161743164,260,8002,148,,3915,ASP
FAKN,05,-25.395299911499023,31.096500396728516,34.2,10171,148,1639,2825,ASP
FAKN,23,-25.372100830078125,31.11370086669922,214.2,10171,148,,2827,ASP
FAKR,08,-26.082599639892578,27.72170066833496,63,2684,30,430,5460,ASP
FAKR,26,-26.079299926757812,27.729000091552734,243,2684,30,275,5499,ASP
FAKS,03,-27.669700622558594,27.319499969482422,8,2953,98,,,GRS
FAKS,21,-27.661699295043945,27.320499420166016,188,2953,98,,,GRS
FAKS,07,-27.665300369262695,27.308500289916992,54,5824,46,,,ASP
FAKS,25,-27.655899047851562,27.322999954223633,234,5824,46,,,ASP
FAKS,12,-27.663299560546875,27.311500549316406,104,3937,98,,,GRS
FAKS,30,-27.666000366210938,27.323299407958984,284,3937,98,,,GRS
FAKU,02,-27.46430015563965,23.41080093383789,4,5578,49,,4382,ASP
FAKU,20,-27.448999404907227,23.41200065612793,184,5578,49,,4351,ASP
FAKZ,02,-29.695100784301758,17.093399047851562,4,4921,98,,259,ASP
FAKZ,20,-29.681699752807617,17.094600677490234,184,4921,98,,256,ASP
FALA,07,-25.948299407958984,27.9153995513916,57,9996,147,,4521,ASP
FALA,25,-25.93000030517578,27.9375,227,9996,147,230,4394,ASP
FALC,15,-28.35569953918457,23.432600021362305,127,5249,49,985,,ASP
FALC,33,-28.36440086364746,23.445499420166016,307,5249,49,,,ASP
FALI,06,-26.17490005493164,26.184499740600586,49,2592,66,,,GRE
FALI,24,-26.170299530029297,26.190399169921875,229,2592,66,,,GRE
FALI,18,-26.17009925842285,26.1830997467041,166,4154,49,,4875,ASP
FALI,36,-26.18120002746582,26.186100006103516,346,4154,49,,4875,ASP
FALM,10,-23.15999984741211,29.677000045776367,90,13189,151,,3059,ASP
FALM,28,-23.159799575805664,29.716100692749023,270,13189,151,,3069,ASP
FALM,10L,-23.142499923706055,29.692899703979492,90,1640,49,,3000,ASP
FALM,28R,-23.142499923706055,29.697900772094727,270,1640,49,,3004,ASP
FALO,10,-23.06279945373535,29.85890007019043,81,3937,59,,,ASP
FALO,28,-23.061100006103516,29.8705997467041,261,3937,59,,,ASP
FALW,02L,-32.97959899902344,18.16200065612793,1,7680,150,,104,ASP
FALW,20R,-32.958499908447266,18.162500381469727,181,7680,150,980,108,ASP
FALW,02R,-32.979698181152344,18.166000366210938,1,7689,150,,108,ASP
FALW,20L,-32.958900451660156,18.166500091552734,181,7689,150,,102,ASP
FALW,07,-32.968299865722656,18.15220069885254,46,4935,150,,102,ASP
FALW,25,-32.958900451660156,18.163799285888672,226,4935,150,,102,ASP
FALW,16,-32.96590042114258,18.153799057006836,136,6533,150,690,102,ASP
FALW,34,-32.97890090942383,18.168500900268555,316,6533,150,,108,ASP
FALY,11,-28.58169937133789,29.743600845336914,90,3937,49,,3486,ASP
FALY,29,-28.58169937133789,29.75589942932129,270,3937,49,,3548,ASP
FAMB,02,-25.687299728393555,29.4419002532959,359,4413,82,,4849,GVL
FAMB,20,-25.675100326538086,29.44179916381836,179,4413,82,,4886,GVL
FAMB,14,-25.679800033569336,29.433000564575195,128,5905,48,,4878,ASP
FAMB,32,-25.689800262451172,29.447399139404297,308,5905,48,,4845,ASP
FAMD,16,-24.81369972229004,31.540599822998047,141,4145,75,,1124,ASP
FAMD,34,-24.822500228881836,31.548599243164062,321,4145,75,,1098,ASP
FAMG,05,-30.863000869750977,30.340299606323242,22,4495,100,,,ASP
FAMG,23,-30.8518009185791,30.345699310302734,202,4495,100,,,ASP
FAMI,06,-24.992599487304688,29.279800415039062,41,3281,33,,,ASP
FAMI,24,-24.985700607299805,29.286500930786133,221,3281,33,,,ASP
FAMJ,14,-27.075599670410156,29.772199630737305,123,4921,49,,5573,ASP
FAMJ,32,-27.08289909362793,29.784900665283203,303,4921,49,,5600,ASP
FAMM,04,-25.81760025024414,25.538999557495117,23,15157,148,197,4172,ASP
FAMM,22,-25.779199600219727,25.55699920654297,203,15157,148,197,4148,ASP
FAMN,09,-25.4753,31.5599,72,4101,,,,ASP
FAMN,27,-25.4721,31.5706,252,4101,,328,,ASP
FAMO,10,-34.1605,22.049889,70,3757,52,,543,TAR
FAMO,28,-34.15696,22.06152,250,3757,52,,544,TAR
FAMS,03,-25.710599899291992,26.906999588012695,16.5,5046,33,,,ASP
FAMS,21,-25.698299407958984,26.910999298095703,196.5,5046,33,,,ASP
FAMU,17,-27.618401,32.0406,157,6070,148,459,,ASP
FAMU,35,-27.633699,32.048,337,6070,148,,,ASP
FANC,11,-27.77050018310547,29.969200134277344,90,4921,75,,4074,ASP
FANC,29,-27.770700454711914,29.984500885009766,270,4921,75,,4054,ASP
FANY,10,-24.686500549316406,28.42889976501465,85,3970,56,,3900,ASP
FANY,28,-24.68560028076172,28.440900802612305,265,3970,56,,3900,ASP
FAOB,10,-34.55950164794922,20.22909927368164,75,6926,131,,52,ASP
FAOB,28,-34.5546989440918,20.251300811767578,255,6926,131,,45,ASP
FAOB,17,-34.55440139770508,20.25029945373535,145,10220,151,,52,ASP
FAOB,35,-34.57749938964844,20.269500732421875,325,10220,151,,37,ASP
FAOH,04,-33.61439895629883,22.187000274658203,13,5577,98,,1040,ASP
FAOH,22,-33.5994987487793,22.19099998474121,193,5577,98,330,1061,ASP
FAOR,03L,-26.146299362182617,28.23430061340332,14,14495,200,,5558,ASP
FAOR,21R,-26.107999801635742,28.246299743652344,194,14495,200,,5501,ASP
FAOR,03R,-26.16469955444336,28.248199462890625,14,11155,197,,5510,ASP
FAOR,21L,-26.13520050048828,28.257299423217773,194,11155,197,,5494,ASP
FAPE,08,-33.993,25.601601,58,7087,151,,226,ASP
FAPE,26,-33.983501,25.6199,238,7087,151,,185,ASP
FAPE,17,-33.98379898071289,25.61639976501465,146,5502,151,,192,ASP
FAPE,35,-33.996299743652344,25.62660026550293,326,5502,151,,184,ASP
FAPG,12,-34.089298248291016,23.321300506591797,100,4003,66,,444,ASP
FAPG,30,-34.09120178222656,23.334299087524414,280,4003,66,,465,ASP
FAPH,01,-23.942399978637695,31.156700134277344,354,4491,60,,1396,ASP
FAPH,19,-23.930099487304688,31.15530014038086,174,4491,60,,1432,ASP
FAPI,08,-23.931100845336914,29.474700927734375,61,7218,82,,4228,ASP
FAPI,26,-23.921100616455078,29.49410057067871,241,7218,82,,4354,ASP
FAPJ,09,-31.607999801635742,29.51460075378418,64,3610,100,,,ASP
FAPJ,27,-31.603700637817383,29.524900436401367,244,3610,100,,,ASP
FAPM,16,-29.64349937438965,30.393699645996094,142,5043,98,197,2351,ASP
FAPM,34,-29.654399871826172,30.403600692749023,322,5043,98,624,2423,ASP
FAPN,05,-25.343700408935547,27.165300369262695,37,9022,98,,3408,ASP
FAPN,23,-25.324016571044922,27.181779861450195,217,9022,98,,3412,ASP
FAPP,01,-23.86039924621582,29.458900451660156,359,8400,148,,4076,ASP
FAPP,19,-23.837299346923828,29.458499908447266,179,8400,148,,4013,ASP
FAPP,05,-23.858800888061523,29.44729995727539,38,7612,148,,4014,ASP
FAPP,23,-23.842199325561523,29.461299896240234,218,7612,148,,4020,ASP
FAPS,03,-26.677499771118164,27.080299377441406,13,4885,98,,,ASP
FAPS,21,-26.664499282836914,27.083499908447266,193,4885,98,,,ASP
FAPS,15,-26.666900634765625,27.080900192260742,134.6,3281,98,,,GRS
FAPS,33,-26.673200607299805,27.08799934387207,314.6,3281,98,,,GRS
FAPY,06,-26.893800735473633,27.49880027770996,43,4406,66,,4643,ASP
FAPY,24,-26.884899139404297,27.508100509643555,223,4406,66,,4691,ASP
FAPY,11,-26.88640022277832,27.500200271606445,96,2387,150,,4707,GRE
FAPY,29,-26.886999130249023,27.507400512695312,276,2387,150,,4680,GRE
FAQT,12,-31.9197998046875,26.875900268554688,95,3937,66,,,Tar - lights 5 clicks on 124.8
FAQT,30,-31.92060089111328,26.888500213623047,275,3937,66,,,Tar - lights 5 clicks on 124.8
FARB,05,-28.745899200439453,32.088401794433594,34,4265,69,,73,ASP
FARB,23,-28.7362003326416,32.09579849243164,214,4265,69,,109,ASP
FARG,16,-25.639699935913086,27.267499923706055,145,4019,50,,,ASP
FARG,34,-25.64889907836914,27.274700164794922,325,4019,50,,,ASP
FARS,10,-33.812401,19.9014,80,4921,49,,,ASP
FARS,28,-33.810001,19.917999,260,4921,49,,,ASP
FARS,14,-33.810799,19.8988,113,2395,59,,,Grass
FARS,32,-33.813301,19.906099,293,2395,59,,,Grass
FASB,10,-29.691299438476562,17.931800842285156,74,5213,66,,,ASP
FASB,28,-29.687400817871094,17.947399139404297,254,5213,66,,,ASP
FASC,11,-26.52400016784668,29.16469955444336,91,3609,59,,5250,ASP
FASC,29,-26.524099349975586,29.175600051879883,271,3609,59,,5250,ASP
FASD,02,-32.97050094604492,17.969600677490234,358,4665,82,,,ASP
FASD,20,-32.95759963989258,17.9689998626709,178,4665,82,,,ASP
FASI,03,-26.25550079345703,28.395200729370117,16,5249,59,820,,ASP
FASI,21,-26.24139976501465,28.399799346923828,196,5249,59,580,,ASP
FASI,14,-26.24810028076172,28.396400451660156,118,1818,70,,,GRE
FASI,32,-26.25040054321289,28.40130043029785,298,1818,70,,,GRE
FASK,02,-25.818599700927734,28.16360092163086,6,6520,98,,,ASP
FASK,20,-25.800800323486328,28.165700912475586,186,6520,98,,,ASP
FASK,06,-25.815099716186523,28.161300659179688,49,6589,147,2000,,GRE
FASK,24,-25.803499221801758,28.175899505615234,229,6589,147,,,GRE
FASS,17,-27.641300201416016,22.99519920349121,153,5709,75,,,ASP
FASS,35,-27.655899047851562,23.003400802612305,333,5709,75,,,ASP
FASX,06,-34.051300048828125,20.471599578857422,40,1800,150,,,GRE
FASX,24,-34.047401428222656,20.475400924682617,220,1800,150,,,GRE
FASX,15,-34.04439926147461,20.46820068359375,126,3291,39,,,LAT
FASX,33,-34.04909896850586,20.47599983215332,306,3291,39,,,LAT
FASZ,17,-24.954599380493164,31.585599899291992,156,5085,98,,,ASP
FASZ,35,-24.967300415039062,31.591899871826172,336,5085,98,,,ASP
FATA,11,-26.351600646972656,27.962799072265625,95,3655,25,54,5205,Tar
FATA,29,-26.352500915527344,27.973400115966797,275,3655,25,141,5184,Tar
FATF,03,-28.266799926757812,22.99180030822754,10,4920,33,,,ASP
FATF,21,-28.253299713134766,22.99449920654297,190,4920,33,,,ASP
FATF,07,-28.263200759887695,22.984600067138672,51,3614,110,,,GVL
FATF,25,-28.256999969482422,22.99340057373047,231,3614,110,,,GVL
FATF,16,-28.256200790405273,22.9822998046875,141,4593,110,,,GVL
FATF,34,-28.265899658203125,22.990999221801758,321,4593,110,,,GVL
FATT,04,-26.783000946044922,29.336299896240234,18,4941,62,,5313,ASP
FATT,22,-26.770099639892578,29.34119987487793,198,4941,62,,5303,ASP
FATZ,06,-23.828500747680664,30.32379913330078,49,4659,66,,1914,ASP
FATZ,24,-23.82040023803711,30.334800720214844,229,4659,66,,1808,ASP
FAUL,05,-28.32550048828125,31.412700653076172,34,5381,75,,1679,ASP
FAUL,23,-28.313199996948242,31.422199249267578,214,5381,75,,1720,ASP
FAUP,08,-28.4049,21.258101,59,2736,98,,2748,Asphalt
FAUP,26,-28.401199,21.2654,239,2736,98,,2753,Asphalt
FAUP,17,-28.379899978637695,21.25200080871582,153,16076,197,,2782,ASP
FAUP,35,-28.41939926147461,21.27440071105957,333,16076,197,,2711,ASP
FAUT,09,-31.547100067138672,28.668500900268555,69,4921,98,,,GRE
FAUT,27,-31.542200088500977,28.683500289916992,249,4921,98,,,GRE
FAUT,14,-31.541639,28.662746,113,8530,148,,2397,ASP
FAUT,32,-31.550854,28.687883,293,8530,148,,2400,ASP
FAVB,18,-26.97719955444336,24.727100372314453,164,3937,66,,,ASP
FAVB,36,-26.987600326538086,24.73040008544922,344,3937,66,,,ASP
FAVG,05,-29.77429962158203,31.05620002746582,28,3035,72,,20,ASP
FAVG,23,-29.76689910888672,31.06060028076172,208,3035,72,,20,ASP
FAVM,08,-22.45039939880371,29.33060073852539,71,5085,49,,2300,ASP
FAVM,26,-22.44580078125,29.344900131225586,251,5085,49,,2315,ASP
FAVR,08,-31.64419937133789,18.539100646972656,57,4265,59,,328,COM
FAVR,26,-31.637699127197266,18.550500869750977,237,4265,59,,327,COM
FAVV,03,-26.577299118041992,27.958799362182617,9,5266,72,,4854,ASP
FAVV,21,-26.562999725341797,27.961299896240234,189,5266,72,260,4847,ASP
FAVV,15,-26.56329917907715,27.95599937438965,125,3724,52,,4862,ASP
FAVV,33,-26.569299697875977,27.965299606323242,305,3724,52,,4833,ASP
FAWB,06,-25.66230010986328,28.215599060058594,44,4200,72,,4070,ASP
FAWB,24,-25.65399932861328,28.224199295043945,224,4200,72,,4073,ASP
FAWB,11,-25.6530704498291,28.21277618408203,93,5998,98,,4038,Asphalt
FAWB,29,-25.65382194519043,28.230987548828125,273,5998,98,,4095,Asphalt
FAWI,04,-25.837600708007812,29.189899444580078,19,4134,36,,5078,ASP
FAWI,22,-25.82699966430664,29.19409942626953,199,4134,36,,5019,ASP
FAWK,01,-25.844100952148438,28.224599838256836,352,11001,148,,4872,ASP
FAWK,19,-25.81410026550293,28.219999313354492,172,11001,148,,4897,ASP
FAWK,06,-25.833599090576172,28.218700408935547,44,6299,148,,4919,ASP
FAWK,24,-25.821300506591797,28.232099533081055,224,6299,148,,4940,ASP
FAWM,07,-28.0039005279541,26.661800384521484,50,6578,59,,4399,ASP
FAWM,25,-27.99209976196289,26.67729949951172,230,6578,59,,4373,ASP
FAWV,6,-25.31967544555664,30.970781326293945,85,2132,,,2923,gravel
FAWV,24,-25.315689086914062,30.97516632080078,265,2132,,,2923,gravel
