icao,name,municipality,iso_country,type,latitude_deg,longitude_deg
K00A,Total RF Heliport,Bensalem,US,heliport,40.070985,-74.933689
00AA,Aero B Ranch Airport,Leoti,US,small_airport,38.704022,-101.473911
00AK,Lowell Field,Anchor Point,US,small_airport,59.947733,-151.692524
00AL,Epps Airpark,Harvest,US,small_airport,34.86479949951172,-86.77030181884766
00AN,Katmai Lodge Airport,King Salmon,US,small_airport,59.093287,-156.456699
00AS,Fulton Airport,Alex,US,small_airport,34.9428028,-97.8180194
00AZ,Cordes Airport,Cordes,US,small_airport,34.305599212646484,-112.16500091552734
00CA,Goldstone (GTS) Airport,Barstow,US,small_airport,35.35474,-116.885329
00CL,Williams Ag Airport,Biggs,US,small_airport,39.427188,-121.763427
00CN,Kitchen Creek Helibase Heliport,Pine Valley,US,heliport,32.7273736,-116.4597417
00FA,Grass Patch Airport,Bushnell,US,small_airport,28.64550018310547,-82.21900177001953
00FL,River Oak Airport,Okeechobee,US,small_airport,27.230899810791016,-80.96920013427734
00GA,Lt World Airport,Lithonia,US,small_airport,33.76750183105469,-84.06829833984375
00GE,Caffrey Heliport,Hiram,US,heliport,33.887982,-84.736983
00HI,Kaupulehu Heliport,Kailua-Kona,US,heliport,19.832881,-155.978347
00ID,Delta Shores Airport,Clark Fork,US,small_airport,48.145301818847656,-116.21399688720703
00IG,Goltl Airport,McDonald,US,small_airport,39.724028,-101.395994
00IL,Hammer Airport,Polo,US,small_airport,41.978401,-89.560402
00IN,St Mary Medical Center Heliport,Hobart,US,heliport,41.51139831542969,-87.2605972290039
00IS,Hayenga's Cant Find Farms Airport,Kings,US,small_airport,40.02560043334961,-89.1229019165039
00KS,Hayden Farm Airport,Gardner,US,small_airport,38.72779846191406,-94.93049621582031
00KY,Robbins Roost Airport,Stanford,US,small_airport,37.409400939941406,-84.61969757080078
00LA,Shell Chemical East Site Heliport,Gonzales,US,heliport,30.191944,-90.980833
00LL,Ac & R Components Heliport,Chatham,US,heliport,39.66529846191406,-89.70559692382812
00LS,Lejeune Airport,Crowley,US,small_airport,30.136299,-92.429398
00MD,Slater Field,Federalsburg,US,small_airport,38.75709915161133,-75.75379943847656
00MI,Dow Chemical Heliport,Ludington,US,heliport,43.94940185546875,-86.41670227050781
00MN,Battle Lake Municipal Airport,Battle Lake,US,small_airport,46.29999923706055,-95.70030212402344
00MO,Cooper Flying Service Airport,Alba,US,small_airport,37.202800750732,-94.412399291992
00MT,Livingston Healthcare Heliport,Livingston,US,heliport,45.675,-110.52515
K00N,Bucks Airport,Bridgeton,US,small_airport,39.472998,-75.184346
00NC,North Raleigh Airport,Louisburg,US,small_airport,36.085201263427734,-78.37139892578125
00NJ,Colgate-Piscataway Heliport,New Brunswick,US,heliport,40.52090072631836,-74.47460174560547
00NK,Cliche Cove Seaplane Base,Beekmantown,US,seaplane_base,44.8118612,-73.3698057
00NR,Rodanthe Dare County Heliport,Rodanthe,US,heliport,35.594729,-75.470002
00NY,Weiss Airfield,West Bloomfield,US,small_airport,42.89576,-77.495263
00OI,Miami Valley Hospital Helistop,Dayton,US,heliport,39.744888,-84.18724
00OK,Gull Bay Landing Airport,Sandsprings,US,small_airport,36.198598,-96.217693
00OR,Steel Systems Heliport,Salem,US,heliport,44.932899475097656,-123.12999725341797
00PA,R J D Heliport,Coatesville,US,heliport,39.94889831542969,-75.74690246582031
00PN,Ferrell Field,Mercer,US,small_airport,41.2995,-80.211111
K00S,McKenzie Bridge State Airport,Blue River,US,small_airport,44.181466,-122.086
00SC,Flying O Airport,Sumter,US,small_airport,34.0093994140625,-80.26719665527344
00SD,Homan Field,Gary,US,small_airport,44.809158,-96.498897
00TE,Tcjc-Northeast Campus Heliport,Fort Worth,US,heliport,32.847599029541016,-97.18949890136719
00TS,Alpine Range Airport,Everman,US,small_airport,32.607601165771484,-97.24199676513672
00TT,Nowhere Airport,Goodlett,US,small_airport,34.516606,-99.93694
00VA,Vaughan Airport,Alton,US,small_airport,36.574964,-78.998437
00VI,Groundhog Mountain Airport,Hillsville,US,small_airport,36.663299560546875,-80.49949645996094
K00W,Lower Granite State Airport,Colfax,US,small_airport,46.672884,-117.441933
00WA,Howell Airport,Longbranch,US,small_airport,47.17839813232422,-122.77200317382812
00WI,Northern Lite Airport,Waupaca,US,small_airport,44.304298400878906,-89.05010223388672
00WN,Hawks Run Airport,Asotin,US,small_airport,46.25,-117.2490005493164
00WV,Lazy J. Aerodrome,Beverly,US,small_airport,38.82889938354492,-79.86609649658203
00WY,Mountain View Regional Hospital Heliport,Casper,US,heliport,42.840361,-106.224443
00XA,Weeski Ranch Airport,,US,small_airport,30.224,-96.01417
K01A,Purkeypile Airport,Purkeypile,US,small_airport,62.940833,-152.269722
01AK,Providence Seward Medical Center Heliport,Seward,US,heliport,60.105873975399994,-149.446249008
01AL,Ware Island Airport,Clanton,US,small_airport,32.94599914550781,-86.51390075683594
01AN,McHone Heights Airport,Wasilla,US,small_airport,61.649095,-149.339025
01AR,DeQueen Medical Center Heliport,DeQueen,US,heliport,34.047456,-94.354023
01AZ,Yat Heliport,Camp Verde,US,heliport,34.607406,-111.8609
01CA,SCE Lugo Substation Heliport,Hesperia,US,heliport,34.368241,-117.370059
01CL,Swansboro Country Airport,Placerville,US,small_airport,38.7999,-120.734001
01CO,St Vincent General Hospital Heliport,Leadville,US,heliport,39.24530029296875,-106.24600219726562
01CT,Berlin Fairgrounds Heliport,Berlin,US,heliport,41.62730026245117,-72.72750091552734
01FA,Rybolt Ranch Airport,Orlando,US,small_airport,28.589399337768555,-81.14420318603516
01FD,Advent Health Altamonte Springs Heliport,Altamonte Springs,US,heliport,28.666639,-81.3697
01FL,Cedar Knoll Flying Ranch Airport,Geneva,US,small_airport,28.78190040588379,-81.1592025756836
01GA,Medical Center Heliport,Columbus,US,heliport,32.47930145263672,-84.9791030883789
01GE,The Farm Airport,Wrightsville,US,small_airport,32.675106,-82.771055
01ID,Lava Hot Springs Airport,Lava Hot Springs,US,small_airport,42.6082,-112.031998
01II,Myers Field,Lizton,US,small_airport,39.8849983215332,-86.50669860839844
01IL,Hoopeston Community Memorial Hospital Heliport,Hoopeston,US,heliport,40.45859909057617,-87.65950012207031
01IN,Community Hospital Heliport,Anderson,US,heliport,40.13090133666992,-85.69580078125
01IS,William E. Koenig Airport,Dow,US,small_airport,39.01620101928711,-90.31819915771484
K01J,Hilliard Airpark,Hilliard,US,small_airport,30.685568,-81.906346
K01K,Caldwell Municipal Airport,Caldwell,US,small_airport,37.036132,-97.58533
01KS,Flying N Ranch Airport,Lost Springs,US,small_airport,38.54059982299805,-97.00330352783203
01KY,Lourdes Hospital Heliport,Paducah,US,heliport,37.051700592041016,-88.64689636230469
01LA,Barham Airport,Oak Ridge,US,small_airport,32.638999938964844,-91.77369689941406
01LL,Schumaier Restricted Landing Area,Pinckneyville,US,small_airport,38.12580108642578,-89.46389770507812
01LS,Country Breeze Airport,Slaughter,US,small_airport,30.722478,-91.077372
01MA,Compaq Andover Heliport,Andover,US,heliport,42.625099182128906,-71.18009948730469
01MD,Annapolis Seaplane Base,Annapolis,US,seaplane_base,38.999199,-76.456001
01ME,Saint Peter's Seaplane Base,Portage Lake,US,seaplane_base,46.778900146484375,-68.50029754638672
01MI,Flow Through Terminal Heliport,Flint,US,heliport,43.04949951171875,-83.67970275878906
01MN,Barnes Seaplane Base,Cook,US,seaplane_base,47.899600982666016,-92.55740356445312
01MO,Highway Patrol Troop C Headquarters Heliport,Town and Country,US,heliport,38.641700744628906,-90.48429870605469
01MT,Crystal Lakes Resort Airport,Fortine,US,small_airport,48.789100646972656,-114.87999725341797
01MU,NWMC - Houghton Heliport,Tucson,US,heliport,32.196747,-110.775142
01NC,Topsail Airpark,Holly Ridge,US,small_airport,34.47529983520508,-77.5813980102539
01NH,Moore Airfield,Canaan,US,small_airport,43.6445,-72.086998
01NJ,Albert Guido Memorial Heliport,Newark,US,heliport,40.739956,-74.136128
01NM,Champion Ranch Airport,Lake Arthur,US,small_airport,33.008611,-104.540278
01NR,McGee 01 Heliport,Wilmington,US,heliport,34.196264,-77.919917
01NV,Lantana Ranch Airport,Yerington,US,small_airport,38.76390075683594,-119.0270004272461
01NY,Vassar Hospital Heliport,Poughkeepsie,US,heliport,41.692415,-73.93683
01OH,Atrium Medical Center Heliport,Middletown,US,heliport,39.497455,-84.313851
01OI,Avita Health System Galion Hospital Heliport,Galion,US,heliport,40.730267,-82.802022
01OL,Spring Creek Ranch East Airport,Tishomingo,US,small_airport,34.391667,-96.690833
01PN,Bierly(Personal Use) Airport,Bellefonte,US,small_airport,40.930599212646484,-77.73889923095703
01PS,Nort's Resort Airport,Meshoppen,US,small_airport,41.59590148925781,-76.02960205078125
01SC,York Airport,York,US,small_airport,35.032100677490234,-81.25279998779297
01TE,Smith Field,Forney,US,small_airport,32.737598,-96.428001
01TN,Colonial Air Park,Collierville,US,small_airport,34.99589920043945,-89.73059844970703
01TT,Clute Fire & EMS Station #1 Heliport,Clute,US,heliport,29.012067,-95.402119
K01U,Duckwater Airport,Duckwater,US,small_airport,38.849785,-115.634987
01UT,La Sal Junction Airport,La Sal,US,small_airport,38.30830001831055,-109.39600372314453
01VA,Pickles Airport,Berryville,US,small_airport,39.125,-77.9250030518
01WA,Willapa Harbor Heliport,South Bend,US,heliport,46.66320037841797,-123.81199645996094
01WN,Whidbey General Hospital Heliport,Coupeville,US,heliport,48.213401794433594,-122.68499755859375
01WT,Odyssey Heliport,Renton,US,heliport,47.518178,-122.210908
01WY,Keyhole Airport,Pine Haven,US,small_airport,44.348312,-104.8106
01XA,Ascension Seton Hays Heliport,Kyle,US,heliport,30.007222,-97.853333
01XS,Meadowood Ranch Heliport,Athens,US,heliport,32.020198822021484,-95.74549865722656
02AA,Barefoot Airport,Big Lake,US,small_airport,61.506147,-149.912825
02AK,Rustic Wilderness Airport,Willow,US,small_airport,61.876907,-150.097626
02AL,Bass Field,Foley,US,small_airport,30.37150001525879,-87.76439666748047
02AN,Emerald Ridge Airport,Homer,US,small_airport,59.704223,-151.295869
02CA,Swepi Beta Platform Ellen Heliport,Huntington Beach,US,heliport,33.58250045776367,-118.12899780273438
02CD,Shannon Field,Clarksdale,US,small_airport,34.129600524902344,-90.52400207519531
02CL,Conover Air Lodge Airport,Frazier Park,US,small_airport,34.761101,-119.058998
02CO,Mc Cullough Airport,Monte Vista,US,small_airport,37.64329910279999,-106.04699707
02CT,Strangers Point Heliport,Ellington,US,heliport,41.91960144042969,-72.44450378417969
02FA,Osborn Airfield,Groveland,US,small_airport,28.526699,-81.874802
02FD,Triple R Ranch Airport,Baker,US,small_airport,30.950976,-86.635555
02GA,Doug Bolton Field,Commerce,US,small_airport,34.202598571777344,-83.42900085449219
02GE,Etowah Fields Airport,Euharlee,US,small_airport,34.17530059814453,-84.92440032958984
02HI,K3 Helipad Heliport,Honolulu,US,heliport,21.35839,-157.94789
02IA,Boone County Hospital Heliport,Boone,US,heliport,42.05609893798828,-93.87799835205078
02ID,Morgan Ranch Airport,Cascade,US,small_airport,44.55550003051758,-115.30500030517578
02II,King Ultralightport,Westfield,US,small_airport,40.06230163574219,-86.21050262451172
02IN,Diamond P. Field,Muncie,US,small_airport,40.208900451660156,-85.54080200195312
02IS,Condell Medical Center Heliport,Libertyville,US,heliport,42.274600982666016,-87.9572982788086
02KS,JMJ Landing Airport,Saint Marys,US,small_airport,39.221416,-96.057072
02KT,St Claire Healthcare Heliport,Morehead,US,heliport,38.181441,-83.443319
02KY,Boone National Guard Heliport,Frankfort,US,heliport,38.190282,-84.906442
02LA,Louisiana State Police Troop G Heliport,Bossier City,US,heliport,32.531491,-93.659939
02LS,Windy Hill Heliport,Broussard,US,heliport,30.148300170898438,-91.91899871826172
02MA,Cuttyhunk Heliport,Cuttyhunk,US,heliport,41.419601,-70.927002
02MD,Garner Field,Brandywine,US,small_airport,38.672544,-76.709739
02ME,Nadeau's Airfield,Acton,US,small_airport,43.537467,-70.930685
02MI,Fairplains Airpark,Greenville,US,small_airport,43.157100677490234,-85.14849853515625
02MO,Troy Airpark,Troy,US,small_airport,39.04999923706055,-91.03350067138672
02MS,Watts Field,Rochdale,US,small_airport,34.095701,-90.846131
02NE,Benes Service Airport,Valparaiso,US,small_airport,41.074501037597656,-96.90450286865234
02NH,Iroquois Landing Seaplane Base,Dummer,US,seaplane_base,44.657100677490234,-71.21910095214844
02NM,FFR Animas Landing Strip,Animas,US,small_airport,32.09071,-108.870735
02NR,McGee 02 Heliport,Greenville,US,heliport,35.592197,-77.377372
02NV,Paiute Meadows Airport,Winnemucca,US,small_airport,41.299551,-118.926709
02NY,Hansen Heliport,Durhamville,US,heliport,43.132598876953125,-75.65550231933594
02OH,Zimmerman Airport,Fremont,US,small_airport,41.376399993896484,-83.08329772949219
02OI,Murtha Airport,Conneaut,US,small_airport,41.801998138427734,-80.56539916992188
02OL,War Veterans Colony Heliport,Wilburton,US,heliport,34.811412,-95.307727
02OR,Rowena Dell Airport,The Dalles,US,small_airport,45.68149948120117,-121.31600189208984
26PA,Stottle Memorial Heliport,Honey Grove,US,heliport,40.403596,-77.556602
02PA,Lag III Heliport,Monroeville,US,heliport,40.438301,-79.769997
02PN,Peco Berwyn Heliport,Berwyn,US,heliport,40.06959915161133,-75.4552001953125
02PR,Cuylers Airport,Vega Baja,PR,small_airport,18.464924,-66.363773
02RI,Miramar Residence Heliport,Newport,US,heliport,41.457931,-71.304886
02SC,Harpers Airport,Estill,US,small_airport,32.760211,-81.225872
02TA,Matagorda Shore Facility Heliport,Matagorda,US,heliport,28.722177,-95.875813
02TE,Baylor Medical Center Heliport,Waxahachie,US,heliport,32.39540100097656,-96.86419677734375
02TN,Ellis Field,Rockvale,US,small_airport,35.780355,-86.585521
02UT,Lucin Airport,Lucin,US,small_airport,41.369336,-113.841019
02VA,The Greenhouse Airport,Culpeper,US,small_airport,38.435699462890625,-77.8572006225586
02VG,Northstar Aviation Heliport,Bristol,US,heliport,36.63880157470703,-82.11669921875
02WA,Cawleys South Prairie Airport,South Prairie,US,small_airport,47.15230178833008,-122.09400177001953
02WI,Beer Airport,Hudson,US,small_airport,45.031898498535156,-92.65579986572266
02WN,Fowler Field,Tonasket,US,small_airport,48.74580001831055,-119.31900024414062
02XA,JLS Farms Airport,Honey Grove,US,small_airport,33.591319,-95.882864
03AA,Trapper T Heliport,Palmer,US,heliport,61.556055,-149.284527
03AK,Joe Clouds Seaplane Base,Kenai,US,seaplane_base,60.72722244262695,-151.13278198242188
03AL,Highland Medical Center Heliport,Scottsboro,US,heliport,34.662604,-86.046774
03AR,Hscmh Heliport,Malvern,US,heliport,34.357601165771484,-92.78849792480469
03AZ,Thompson International Aviation Airport,Hereford,US,small_airport,31.430971,-110.088087
03CA,Grossmont Hospital Heliport,La Mesa,US,heliport,32.779484,-117.006952
03FA,Lake Persimmon Airstrip,Lake Placid,US,small_airport,27.353099822998047,-81.40809631347656
03GA,HIA Airport,Statesboro,US,small_airport,32.561626,-81.85509
03GE,NGMC Lumpkin Hospital Heliport,Dahlonega,US,heliport,34.523153,-83.975058
03ID,Flying Y Ranch Airport,Council,US,small_airport,44.793965,-116.531543
03II,Davis Field Ultralightport,Mount Vernon,US,small_airport,37.9620018005,-87.7789001465
03IL,Wix Airport,Monee,US,small_airport,41.40230178833008,-87.81670379638672
03IN,Heinzman Airport,Arcadia,US,small_airport,40.18000030517578,-86.01249694824219
03IS,OSF St Anthony's Health Center Heliport,Alton,US,heliport,38.904999,-90.173401
03KS,Valley Grain Heliport,Highland,US,heliport,39.86470031738281,-95.26409912109375
03KY,Flying H Farms Airport,Henderson,US,small_airport,37.796085,-87.53859
03LA,Damien Heliport,Carville,US,heliport,30.199600219726562,-91.12789916992188
03LS,Fmc Nr 1 Heliport,Winnsboro,US,heliport,32.159000396728516,-91.70800018310547
03MA,Hadley Airport,Hadley,US,small_airport,42.393431,-72.551553
03MD,Upper Chesapeake Medical Center Heliport,Bel Air,US,heliport,39.518427,-76.346022
03ME,Maple Ridge Airport,Harrison,US,small_airport,44.084251,-70.626905
03MI,Harold Miller Heliport,Bay City,US,heliport,43.550899505615234,-83.86219787597656
03MN,Nauerth Land Ranch Airport,Lakefield,US,small_airport,43.62519836425781,-95.22470092773438
03MS,Vicksburg Medical Center Heliport,Vicksburg,US,heliport,32.31880187988281,-90.8832015991211
3MT7,Cascade Field,Cascade,US,small_airport,47.267327,-111.71748
03MU,McDonnell Airport,Archie,US,small_airport,38.4925,-94.412498
03NC,Pilots Ridge Airport,Carolina Beach,US,small_airport,34.104236,-77.905855
03ND,Olafson Brothers Airport,Edinburg,US,small_airport,48.626399993896484,-97.8290023803711
03NE,Hyde Ranch Airport,Comstock,US,small_airport,41.5463981628418,-99.3311996459961
03NH,Lorden Heliport,Milford,US,heliport,42.815399169921875,-71.12439727783203
03NM,Miner's Colfax Medical Center Heliport,Raton,US,heliport,36.862377,-104.442853
03NR,Johnston Medical Center Heliport,Clayton,US,heliport,35.63027,-78.50392
03NV,Llama Ranch Airport,Ruby Valley,US,small_airport,40.58440017700195,-115.2979965209961
03NY,Talmage Field,Riverhead,US,small_airport,40.958308,-72.717326
03OH,Gibbs Field,Fremont,US,small_airport,41.416933,-83.018339
03OI,"Cleveland Clinic, Marymount Hospital Heliport",Garfield Heights,US,heliport,41.420312,-81.599552
03OK,Sahoma Lake Airport,Sapulpa,US,small_airport,36.041259,-96.161517
03OL,Bluebird Airport,Alex,US,small_airport,35.012334,-97.702735
03OR,Powwatka Ridge Airport,Troy,US,small_airport,45.85540008544922,-117.48400115966797
03PA,Collegeville Heliport,Collegeville,US,heliport,40.162899017333984,-75.4656982421875
03PN,M.P. Metals Heliport,Berwick,US,heliport,41.066861,-76.180806
03PR,Sun View Field Airport,Bonner Springs,US,small_airport,39.065931,-94.938417
K03S,Sandy River Airport,Sandy,US,small_airport,45.401629,-122.228771
03SC,Seacoast Medical Center Heliport,Little River,US,heliport,33.8650016784668,-78.66190338134766
03TE,Barronena Ranch Airport,Hebbronville,US,small_airport,27.490812,-98.669615
03TN,Eagles Landing Heliport,Sevierville,US,heliport,35.92250061035156,-83.57939910888672
03TS,Shannon Medical Center Heliport,San Angelo,US,heliport,31.4658,-100.43397
03TT,Brazos Polo Airport,Orchard,US,small_airport,29.632117,-95.932481
03TX,M D K Field Heliport,Pearland,US,heliport,29.580929,-95.30508
03UT,AZ Minerals Corporation Airport,Mexican Hat,US,small_airport,37.114384,-109.99014
03WA,Spangle Field,Spangle,US,small_airport,47.408199310302734,-117.37200164794922
03WN,Aerostone Ranch Airport,Goldendale,US,small_airport,45.875,-120.66999816894531
03WT,Lopez Medical Clinic Heliport,Lopez Island,US,heliport,48.524894,-122.912394
03WY,Perala Field,Sundance,US,small_airport,44.367943,-104.510586
03XA,Del Sol Medical Center Heliport,El Paso,US,heliport,31.7574,-106.346895
03XS,Creekside Airport,Mertzon,US,small_airport,31.318099975585938,-100.75399780273438
04AA,Flying W Ranch Airport,Soldotna,US,small_airport,60.535833,-150.811387
04AL,Anniston AHP (Anniston Army Depot),Anniston,US,heliport,33.62639999,-85.96720123
04AN,North 40 Airport,Sutton,US,small_airport,61.737511,-148.700724
04AR,Saline Memorial Hospital Heliport,Benton,US,heliport,34.574241,-92.586058
04CA,Gray Butte Field,Palmdale,US,small_airport,34.566631,-117.670666
04CL,Hunt's Sky Ranch Airport,Julian,US,small_airport,33.08169937133789,-116.44100189208984
04CT,Shingle Mill Heliport,Harwinton,US,heliport,41.75510025024414,-73.05239868164062
04FA,Richards Field,Homestead,US,small_airport,25.558700561523438,-80.51509857177734
04FD,Tampa General Hospital Brandon Healthplex Heliport,Brandon,US,heliport,27.929372,-82.336981
04FL,Cross Creek Farms Airport,Ormond Beach,US,small_airport,29.240353,-81.222525
04GA,Verge Towers Heliport,Monroe,US,heliport,33.832365,-83.562335
K04I,Columbus Southwest Airport,Columbus,US,small_airport,39.91151,-83.188577
04IA,Middlekoop Airport,Packwood,US,small_airport,41.08829879760742,-92.05460357666016
04ID,Lanham Field,Emmett,US,small_airport,43.877015,-116.538365
04IL,Schertz Aerial Service - Hudson Airport,Hudson,US,small_airport,40.6375007629,-89.0070037842
04IN,Lake Gage Seaplane Base,Angola,US,seaplane_base,41.701389,-85.113056
04IS,Van Gorder Airport,Mansfield,US,small_airport,40.1786003112793,-88.56900024414062
04KY,Natchez Trace Farm Airport,Hiseville,US,small_airport,37.135101318359375,-85.78939819335938
04LA,Saint James Parish Hospital Heliport,Lutcher,US,heliport,30.051001,-90.703848
04LS,La National Guard Heliport,Baton Rouge,US,heliport,30.44610023498535,-91.10530090332031
04MA,Goddard Field,Haverhill,US,small_airport,42.810908,-71.140959
04MD,Chesapeake City Heliport,Chesapeake City,US,heliport,39.51810073852539,-75.82140350341797
04ME,Beech Hill Airport,Mercer,US,small_airport,44.66669845581055,-69.8938980102539
04MI,Rapids Airway Airport,Eaton Rapids,US,small_airport,42.53450012207031,-84.62830352783203
04MN,Helblad Airport,Kelliher,US,small_airport,47.985801696777344,-94.68689727783203
04MS,Nick's Flying Service Inc Airport,Rolling Fork,US,small_airport,32.940537,-90.836683
04MT,Pluhar Airport,Cohagen,US,small_airport,47.13749777779999,-106.488095
04NC,Western Wake Medical Center Heliport,Cary,US,heliport,35.739200592,-78.7822036743
04NE,Mc Connell Field Airport,Sarben,US,small_airport,41.159999847399995,-101.299003601
04NJ,Emmanuel Airport,Elmer,US,small_airport,39.596801757799994,-75.2334976196
04NR,McGee 04 Heliport,Jacksonville,US,heliport,34.775671,-77.392244
04NV,Kingston Ranch Airport,Sandy Valley,US,small_airport,35.7555007935,-115.665000916
04NY,Klaverack Airport,Hudson,US,small_airport,42.262298584,-73.6961975098
04OG,Teufel Heliport,Forest Grove,US,heliport,45.530833,-123.085556
04OK,Stillwater Medical Center Heliport,Stillwater,US,heliport,36.1152992249,-97.079498291
04OR,Collins Landing Strip,Mitchell,US,small_airport,44.7499008179,-120.200996399
04PA,S & C Distribution Center Heliport,Philadelphia,US,heliport,39.87929916379999,-75.2287979126
04PN,Strawbridge & Clothier Exton Heliport,Exton,US,heliport,40.0306619,-75.63021
04SC,Emergency Helipad,Easley,US,heliport,34.842188,-82.60714
04SD,Cheyenne River Health Center Heliport,Eagle Butte,US,heliport,44.993013,-101.24311
04TE,Veterans Affairs Medical Center Heliport,Houston,US,heliport,29.699687,-95.39069
04TN,Hensley Airpark,Chuckey,US,small_airport,36.183300018299995,-82.67890167239999
04TS,Hummingbird Heliport,Round Rock,US,heliport,30.553284,-97.605358
04TT,4D Ranch Airport,Utopia,US,small_airport,29.713072,-99.545642
04TX,Pocock Airport,China Spring,US,small_airport,31.732779,-97.369326
04UT,Navajo Mountain Airport,Navajo Mountain,US,small_airport,37.006689,-110.794701
K04V,Saguache Municipal Airport,Saguache,US,small_airport,38.099083,-106.174389
04VA,Russell County Medical Center Heliport,Lebanon,US,heliport,36.898246,-82.078477
04VG,Manquin Flight Park Ultralightport,Manquin,US,small_airport,37.706546,-77.201621
04VT,Lightning Bolt Field Airport,Cabot,US,small_airport,44.4011001587,-72.26360321039999
K04W,Field of Dreams Airport,Hinckley,US,small_airport,46.0228,-92.895401
04WA,Ox Meadows Airport,Spokane,US,small_airport,47.581795,-117.437131
04WI,Dutch Gap Airstrip,Bristol,US,small_airport,42.523399353,-88.0167007446
04WN,Stillwater Creek Airport,Royal City,US,small_airport,46.95835,-119.63864
04WV,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,Morgantown,US,heliport,39.6536111111,-79.9561111111
04XA,Pecan Field,Jermyn,US,small_airport,33.283933,-98.402861
05AK,Wasilla Creek Airpark,Palmer,US,small_airport,61.66830063,-149.1880035
05AL,Allen Stagefield Army Heliport,Fort Rucker (Wicksburg),US,heliport,31.231199,-85.649696
05AN,Wetons Aerodrome,Fox,US,small_airport,64.960472,-147.601092
05AR,Ozark Skies Airpark,Kingston,US,small_airport,36.000633,-93.57025
05AZ,Yuma Regional Medical Center Heliport,Yuma,US,heliport,32.683452,-114.634346
05CA,Lost Hills Sheriff's Station Heliport,Calabasas,US,heliport,34.136516,-118.714685
05CL,Pope Valley Airport,Pope Valley,US,small_airport,38.6106987,-122.39099884
05CO,Rancho de Aereo Airport,Mead,US,small_airport,40.214984,-104.984423
05CT,O And G Heliport,Torrington,US,heliport,41.7737007141,-73.1162033081
05FA,Melanie's Airport,Florala,US,small_airport,30.918899536132812,-86.21829986572266
05FD,Aventura Heliport,North Miami Beach,US,heliport,25.960899353027344,-80.13919830322266
05FL,Charlton Strip,La Belle,US,small_airport,26.52018,-81.41031
05GA,Raju Airport,Richland,US,small_airport,32.0713996887207,-84.71440124511719
05IA,Spotts Field,Nora Springs,US,small_airport,43.13750076293945,-93.06829833984375
05ID,Running Creek Ranch Airport,Elk City,US,small_airport,45.914101,-114.835999
05IL,Classic Landings Airport,Bonfield,US,small_airport,41.156700134277344,-88.0167007446289
05IN,Cooper Airport,Belleville,US,small_airport,39.641998291015625,-86.50420379638672
05IS,Hardy Airport,Mount Auburn,US,small_airport,39.72589874267578,-89.26399993896484
05KS,Darbro Field,Elk City,US,small_airport,37.26620101928711,-95.95919799804688
05KT,High Point Farm Airport,Frankfort,US,small_airport,38.187091,-84.93011
05KY,Cartersville Airport,Paint Lick,US,small_airport,37.53575,-84.407303
05LA,Greg's Flying Service Airport,Winnsboro,US,small_airport,32.265301,-91.6978
05LL,Midwest Heliport,Willowbrook,US,heliport,41.749228,-87.935783
05LS,Grass Roots Airport,Alexandria,US,small_airport,31.252148,-92.47569
05MA,Bentley Heliport,Ipswich,US,heliport,42.691200256347656,-70.91230010986328
05MD,Breezecroft Airport,Chestertown,US,small_airport,39.244232,-76.198661
05ME,Drisko Airport,Jonesboro,US,small_airport,44.65700149536133,-67.55919647216797
05MI,Beaumont Hospital Taylor Heliport,Taylor,US,heliport,42.236433,-83.276421
05MN,Northern Pines Medical Center Heliport,Aurora,US,heliport,47.5175001,-92.2302778
05MS,VA Medical Center Jackson Heliport,Jackson,US,heliport,32.32973,-90.16273
05MT,Jones Landing Airport,Belgrade,US,small_airport,45.815368,-111.152163
05NE,Mc Kay Airport,Spalding,US,small_airport,41.7221984863,-98.3089981079
05NH,Stumpfield Heliport,Kensington,US,heliport,42.92390060424805,-70.95140075683594
05NJ,Paulus Hook Pier Heliport,Jersey City,US,heliport,40.713385,-74.03203
05NR,Gary Fox Airport,Mebane,US,small_airport,36.168415,-79.276908
05NV,Baker Ranches Airport,Baker,US,small_airport,39.0311,-114.088219
05NY,Oswego County At Pulaski Heliport,Pulaski,US,heliport,43.551998138427734,-76.09020233154297
05OG,Drill Field Pad Heliport,Eugene,US,heliport,44.059531,-123.118951
05OH,Eaglecrest Field,Conesville,US,small_airport,40.184513,-81.920564
05OI,Dorlon Airpark,Columbia Station,US,small_airport,41.28839874267578,-81.96260070800781
05OR,Peacock Ranch Airport,Enterprise,US,small_airport,45.44428,-117.34722
05PA,PECO Mob. Heliport,Philadelphia,US,heliport,39.9548,-75.178201
05PN,State Police Area Iii Heliport,Harrisburg,US,heliport,40.30009841918945,-76.85800170898438
05PS,Mills Brothers Airport,Neelyton,US,small_airport,40.143075,-77.86221
05TA,Brandes Air Field,Sealy,US,small_airport,29.809099197387695,-96.26509857177734
05TE,Hilde-Griff Field,Georgetown,US,small_airport,30.72209930419922,-97.79139709472656
05TS,Dew Drop Airport,Justin,US,small_airport,33.12929916381836,-97.35859680175781
05TX,Circle A Ranch Airport,Blum,US,small_airport,32.128974,-97.404582
K05V,Blanca Airport,Blanca,US,small_airport,37.411098,-105.552002
05VA,Providence Airport,Farmville,US,small_airport,37.22420120239258,-78.4186019897461
