icao,name,municipality,iso_country,type,latitude_deg,longitude_deg
2PS4,Wgal-Tv Heliport,Lancaster,US,heliport,40.0369987487793,-76.33769989013672
2PS5,Rosini Residence Heliport,Shamokin,US,heliport,40.786800384521484,-76.58499908447266
2PS7,Merck Sharp & Dohme Heliport,Lansdale,US,heliport,40.216800689697266,-75.16629791259766
2PS9,Albert Einstein Medical Center Heliport,Philadelphia,US,heliport,40.036800384521484,-75.14350128173828
2RI7,Malbone Estate Heliport,Newport,US,heliport,41.504909,-71.310511
2SC2,South Carolina Pipeline Heliport,Columbia,US,heliport,34.0703010559082,-80.91110229492188
2SC3,Melrose Landing Seaplane Base,Hilton Head,US,seaplane_base,32.139198303222656,-80.86810302734375
2SC4,Salty Fare Landng Seaplane Base,Hilton Head,US,seaplane_base,32.2338981628418,-80.75420379638672
2SC5,Ridgewood Air Airport,Waterloo,US,small_airport,34.29169845581055,-82.05390167236328
2SC6,Sled Heliport,Columbia,US,heliport,34.06610107421875,-81.1156005859375
2SC7,Laurel Hill Farms Airport,McClellanville,US,small_airport,33.051701,-79.541397
2SC8,Gaston Airport,Gaston,US,small_airport,33.785818,-81.092105
2SD0,Paradise Valley Airport,Nemo,US,small_airport,44.16360092163086,-103.47899627685547
2SD1,Mc Kennan Hospital Heliport,Sioux Falls,US,heliport,43.5340995789,-96.71499633790002
2SD2,Pepper Port Airport,Bonesteel,US,small_airport,43.105801,-98.930397
2SD4,Nicolaisen Airport,Mount Vernon,US,small_airport,43.68253,-98.26607
2SD5,Sturgis Heliport,Sturgis,US,heliport,44.39780044555664,-103.50900268554688
2SD6,Avera Heart Hospital of South Dakota Heliport,Sioux Falls,US,heliport,43.49079895019531,-96.77970123291016
2SD7,Dangel Airport,Hurley,US,small_airport,43.33330154418945,-97.06279754638672
2SD9,TC Field,Ipswich,US,small_airport,45.451663,-99.010241
2TA1,Gravco Airport,Lufkin,US,small_airport,31.3902,-94.691002
2TA2,The Medical Center of Mesquite Heliport,Mesquite,US,heliport,32.77939987182617,-96.6010971069336
2TA3,Triangle Ranch Private Airport,Salt Flat,US,small_airport,31.718201,-104.598
2TA4,Mario's Flying Pizza Airport,Sealy,US,small_airport,29.747506,-96.290066
2TA6,Pyramid Ranch Airport,Fairfield,US,small_airport,31.862699508666992,-96.19750213623047
2TA8,El Coyote Ranch Airport,Encino,US,small_airport,26.85840034,-98.22200012
2TE0,Eagle Air Park,Brazoria,US,small_airport,28.982200622559,-95.579696655273
2TE1,Republic Helicopters Heliport,Santa Fe,US,heliport,29.32859992980957,-95.06189727783203
2TE2,Flying Oaks Airport,Azle,US,small_airport,32.829065,-97.53489
2TE4,Frels Airport,El Campo,US,small_airport,29.17919921875,-96.32270050048828
2TE5,Piano Ranch Airport,Flatonia,US,small_airport,29.695100784301758,-97.16329956054688
2TE6,Burris Ranch Airport,Karnes City,US,small_airport,28.883771,-98.049221
2TE7,Beach Ranch Airport,Post,US,small_airport,33.227201,-101.133249
2TE9,Cuero Community Hospital Heliport,Cuero,US,heliport,29.112904,-97.284359
2TN0,Hospital Wing Heliport,Memphis,US,heliport,35.14179992675781,-90.02680206298828
2TN1,Lauderdale Community Hospital Heliport,Ripley,US,heliport,35.744112,-89.548606
2TN2,Wings Field,Whiteville,US,small_airport,35.221259,-89.190178
2TN4,Shoemaker-Shelby Forest Airport,Millington,US,small_airport,35.31809997558594,-90.0353012084961
2TN5,Athens Regional Medical Center Heliport,Athens,US,heliport,35.43560028076172,-84.59989929199219
2TN6,Saint Thomas Midtown Hospital Heliport,Nashville,US,heliport,36.153953,-86.802022
2TN7,Wolf Creek Airport,Kingston,US,small_airport,35.80440139770508,-84.41580200195312
2TN8,Soggy Bottom Airport,Dowelltown,US,small_airport,36.018001556396484,-85.93599700927734
2TN9,Baptist Memorial Hospital Heliport,Union City,US,heliport,36.41400146484375,-89.04669952392578
2TS0,Myska Field,Denton,US,small_airport,33.154709,-97.138817
2TS1,Titus Regional Medical Center Heliport,Mount Pleasant,US,heliport,33.175463,-94.97081
2TS2,Shofner Farms Airport,Harlingen,US,small_airport,26.168862,-97.733055
2TS3,Tigerbird Field,Waco,US,small_airport,31.67930030822754,-97.2406005859375
2TS4,Circle R Ranch Airport,Malakoff,US,small_airport,32.13970184326172,-95.97029876708984
2TS7,Jamak Fabrication Heliport,Weatherford,US,heliport,32.78120040893555,-97.81639862060547
2TS8,Bailey Airport,Stockdale,US,small_airport,29.220500946044922,-97.87169647216797
2TX0,Blue Sky Airfield,Amarillo,US,small_airport,35.062604,-101.850421
2TX1,Russell Paradise Airport,Elmendorf,US,small_airport,29.22865,-98.384046
2TX2,Ray Smith Farm Airport,Hico,US,small_airport,32.0265007019043,-98.01000213623047
2TX4,Lewis Ranch Airport,Encinal,US,small_airport,27.983600616455078,-99.37670135498047
2TX5,Berry Airport,Gatesville,US,small_airport,31.453500747680664,-97.75140380859375
2TX6,Everitt Airport,Idalou,US,small_airport,33.681800842285156,-101.66799926757812
2TX7,JW Airport,Justin,US,small_airport,33.093472,-97.396338
2TX8,Eagle's Landing Airport,Krum,US,small_airport,33.305444,-97.378915
2UT2,High Meadow Ranch Airport,Duck Creek Village,US,small_airport,37.52080154418945,-112.64199829101562
2UT3,Fort Ranch Airport,Brigham City,US,small_airport,41.4921989440918,-112.59100341796875
2UT4,Heber Valley Hospital Heliport,Heber City,US,heliport,40.49020004272461,-111.40599822998047
2UT5,Charlevoix Airport,New Harmony,US,small_airport,37.447504,-113.247102
2UT9,Glogen Farms Airport,Wellsville,US,small_airport,41.597622,-111.897867
2VA0,Red Birds Airyard Airport,Moneta,US,small_airport,37.11307,-79.609417
2VA1,Jett Airpark,Edwardsville,US,small_airport,37.895999908447266,-76.3552017211914
2VA2,Melville Airstrip,Surry,US,small_airport,37.145999908447266,-76.79000091552734
2VA3,Merlin Aerodrome,Amelia Court House,US,small_airport,37.316693,-77.866373
2VA4,Winchester Medical Center Heliport,Winchester,US,heliport,39.195407,-78.191999
2VA5,Rosegill Farm Airstrip,Saluda,US,small_airport,37.630699,-76.565002
2VA6,Nimcock Airport,Saluda,US,small_airport,37.623342,-76.600027
2VA7,Virginia Beach General Hospital Heliport,Virginia Beach,US,heliport,36.86629867553711,-76.02580261230469
2VA8,Brandywyne Farms Airport,Holland,US,small_airport,36.686936,-76.823369
2VE2,Spring Valley Hospital Heliport,Las Vegas,US,heliport,36.091026,-115.239359
2VG2,Upperville Airport,Upperville,US,small_airport,38.9718017578125,-77.86969757080078
2VG3,Cub Haven Airport,Harrisonburg,US,small_airport,38.54859924316406,-78.87110137939453
2VG4,Deer Run Heliport,Nelson County,US,heliport,37.887699127197266,-78.86190032958984
2VG5,Breeden Company Heliport,Virginia Beach,US,heliport,36.831298828125,-76.06600189208984
2VG6,Rychlk Heliport,Manassas,US,heliport,38.760799407958984,-77.62969970703125
2VG7,Seven Gables Airport,Orange,US,small_airport,38.16389846801758,-77.8499984741211
2VG8,Folly Neck Airport,Warsaw,US,small_airport,37.870653,-76.73235
2VG9,Sentara Williamsburg Regional Medical Center Heliport,Williamsburg,US,heliport,37.33539962769999,-76.74069976810001
2VI2,Redoubt View Seaplane Base,Kenai,US,seaplane_base,60.419038,-152.354894
2VT2,Northern Lights Seaplane Base,Alburg,US,seaplane_base,44.872798919677734,-73.28170013427734
2WA0,Pcfd Nr 26 Heliport,Greenwater,US,heliport,47.144798278808594,-121.63600158691406
2WA1,Diamond Point Airstrip,Sequim,US,small_airport,48.092602,-122.929001
2WA3,Stuart Island West Airport,Friday Harbor,US,small_airport,48.683991,-123.222849
2WA4,Bainbridge Island Fire Department Heliport,Bainbridge Island,US,heliport,47.643276,-122.521505
2WA5,Coulee Medical Center Heliport,Grand Coulee,US,heliport,47.941898,-119.00713
2WA6,Rice Ranch Airport,Grand Coulee,US,small_airport,47.997906,-119.087355
2WA8,Kramer Ranch Airport,Harrington,US,small_airport,47.383764,-118.29812
2WA9,Touchet Valley Airport,Huntsville,US,small_airport,46.28919982910156,-118.10099792480469
2WI0,Bender's Airport,Rothschild,US,small_airport,44.852699279785156,-89.60009765625
2WI1,Uff-Da Airport,Stoughton,US,small_airport,42.943599700927734,-89.2865982055664
2WI3,Milwaukee County Medical Complex Heliport,Wauwatosa,US,heliport,43.041500091552734,-88.02310180664062
2WI4,Plows & Props Airport,Springfield,US,small_airport,42.642348,-88.398676
2WI5,Blair Lake Airport,Mercer,US,small_airport,46.097401,-90.1632
2WI6,Matson Airport,Stoughton,US,small_airport,42.91360092163086,-89.18620300292969
2WI7,Hecklers' Strip,Mount Vernon,US,small_airport,42.96969985961914,-89.66539764404297
2WI8,Davies Airport,Oostburg,US,small_airport,43.59749984741211,-87.77899932861328
2WN3,Curns Airport,New London,US,small_airport,44.358525,-88.762486
2WN5,Murmuring Springs Airport,Necedah,US,small_airport,44.00640106201172,-90.01920318603516
2WN6,Cunningham Airport,Granton,US,small_airport,44.529701232910156,-90.41929626464844
2WN7,Planeacres Airport,Fisk,US,small_airport,43.948699951171875,-88.67320251464844
2WN8,Oshkosh Sky Ranch Airport,Omro,US,small_airport,44.015228,-88.714269
2WN9,Hillcrest Airport,Goldendale,US,small_airport,45.84510040283203,-120.70099639892578
2WS2,Connor's Lake Landing,Webster,US,small_airport,45.91275,-92.293239
2WS3,C. R. Acres Airport,Greenleaf,US,small_airport,44.280792,-88.093577
2WS4,SSM Health St. Mary's Hospital-Jansville Heliport,Janesville,US,heliport,42.6698694,-88.9763806
2WV2,Louis A. Johnson Va Medical Center Heliport,Clarksburg,US,heliport,39.10240173339844,-80.36209869384766
2WV3,Hales Landing Airport,Elizabeth,US,small_airport,39.11631,-81.392512
2WV5,Willow Bend Airport,Union,US,small_airport,37.545445,-80.534163
2WV6,West Virginia State Police Heliport,Wheeling,US,heliport,40.0531005859375,-80.72470092773438
2WV8,Pikewood Inernational Golf Club Heliport,Morgantown,US,heliport,39.536814,-79.855599
2WY3,Haas Airport,Merna,US,small_airport,43.007198333740234,-110.31700134277344
2WY4,Raco 1 Heliport,Burns,US,heliport,41.15810012817383,-104.44599914550781
2WY8,Bar Flying E Airport,Cody,US,small_airport,44.40439987182617,-109.28199768066406
2XA0,Foard County Airport,Crowell,US,small_airport,33.9793014526,-99.7128982544
2XA1,Great Horizon Ranch Airport,Cotulla,US,small_airport,28.140322,-98.935994
2XA2,Knape Airport,Danbury,US,small_airport,29.220399856567383,-95.31089782714844
2XA3,North Cypress Medical Center Heliport,Cypress,US,heliport,29.927545,-95.632832
2XA5,Someday Ranch Airport,Lockhart,US,small_airport,29.803699493408203,-97.69120025634766
2XA6,Red Berry Heliport,San Antonio,US,heliport,29.43470001220703,-98.41780090332031
2XA7,Tailwheel Airport,Longview,US,small_airport,32.6150016784668,-94.7656021118164
2XA8,Air Evac Lifeteam Base 53 Heliport,Teague,US,heliport,31.691578,-96.168664
2XA9,Rolling Plains Memorial Hospital Heliport,Sweetwater,US,heliport,32.452367,-100.397167
2XS0,Valley Regional Medical Center Heliport,Brownsville,US,heliport,25.977842,-97.516011
2XS1,Harris Ranch Airport,Johnson City,US,small_airport,30.21969985961914,-98.30259704589844
2XS2,Indio-Faith Airport,Carrizo Springs,US,small_airport,28.262800216699997,-100.162002563
2XS3,Glad Oaks Airport,Palestine,US,small_airport,32.019836,-95.695035
2XS4,Skida Patch Airport,Bells,US,small_airport,33.661399841308594,-96.40640258789062
2XS5,Cross Triangle Ranch Airport,Twin Sisters,US,small_airport,30.0104999542,-98.4253005981
2XS6,Foster Ranch Airport,Utopia,US,small_airport,29.722533,-99.574673
2XS7,Annandale Ranch Airport,Uvalde,US,small_airport,29.450199127197266,-99.68370056152344
2XS8,Benson Airstrip,Uvalde,US,small_airport,29.229400634765625,-99.82389831542969
2XS9,Uvalde County Hospital Authority Heliport,Uvalde,US,heliport,29.214099884033203,-99.7677993774414
30AK,Doyle Estates Airport,Kenai,US,small_airport,60.505807,-151.260023
30AL,Med Flight 2 Heliport,Danville,US,heliport,34.373001,-87.0805
30AR,Phalanx Airport,Greers Ferry,US,small_airport,35.54436111,-92.0561676
30CA,Indian Valley Hospital Heliport,Greenville,US,heliport,40.141201,-120.937226
30CL,Long Beach Memorial Medical Center Heliport,Long Beach,US,heliport,33.808741,-118.186728
30CN,Air Methods Barstow Heliport,Barstow,US,heliport,34.894777,-117.024867
30CO,Coyote Creek Ranch Airport,Guffey,US,small_airport,38.67250061035156,-105.33599853515625
30FA,Florida Hospital Lake Placid Heliport,Lake Placid,US,heliport,27.320499420166016,-81.37049865722656
30FD,City of Fort Lauderdale Heliport,Fort Lauderdale,US,heliport,26.124000549316406,-80.14420318603516
30FL,Putnam Community Medical Center Heliport,Palatka,US,heliport,29.643512,-81.692906
09GE,Elliott Field,Dawsonville,US,small_airport,34.459,-84.181297
30GE,Papas Place Airport,Danielsville,US,small_airport,34.194029,-83.194601
30IL,Clay County Hospital Heliport,Flora,US,heliport,38.67940139770508,-88.47250366210938
30IS,Aero Lake Estates Airport,Genoa,US,small_airport,42.077383,-88.625372
30KY,Wayne County Hospital Heliport,Monticello,US,heliport,36.81949996948242,-84.86740112304688
30LA,Venice Base Heliport & Seaplane Base,Venice,US,seaplane_base,29.271099090576172,-89.35579681396484
30LL,Williams Airpark,Chapin,US,small_airport,39.75419998168945,-90.36540222167969
30LS,Rotorcraft Heliport,Broussard,US,heliport,30.15239906311035,-91.95069885253906
30MA,Clinton Hospital Heliport,Clinton,US,heliport,42.42789840698242,-71.69280242919922
30ME,Togus VA LZ Heliport,Augusta,US,heliport,44.275255,-69.704879
30MI,Wolverton's Field,Buchanan,US,small_airport,41.859142,-86.327219
30MN,Mayo Clinic Health System - Albert Lea Heliport,Albert Lea,US,heliport,43.652697,-93.371564
30MO,Matzie Airport,Lebanon,US,small_airport,37.64590072631836,-92.49459838867188
30MT,Nistler Helena Airport,Helena,US,small_airport,46.571072,-112.237895
30NC,Happy Bottom Airport,Advance,US,small_airport,36.04859924316406,-80.45690155029297
30NE,Nebraskaland Aviation Airport,Campbell,US,small_airport,40.355803,-98.685817
30NJ,Hillside Farm Heliport,Hopewell,US,heliport,40.39229965209961,-74.77909851074219
30NM,Crusader Heliport,Sedan,US,heliport,36.116389,-103.096667
30NR,Bladen Lakes State Forest Tactical Landing Zone Heliport,Elizabethtown,US,heliport,34.709583,-78.571137
30NV,LZ-52 Heliport,Minden,US,heliport,38.994222,-119.761636
30NY,Coye Field,Canadice,US,small_airport,42.750099182128906,-77.55809783935547
30OH,Bahl Helistop,Mansfield,US,heliport,40.75699996948242,-82.55020141601562
OL41,Lobo Field,Calvin,US,small_airport,34.908091,-96.24362
30OR,Bero Field,Vernonia,US,small_airport,45.802601,-123.279999
30PN,Pittsburgh Children'S Hospital Heliport,Pittsburgh,US,heliport,40.466389,-79.953056
30SD,Barber Field,Aberdeen,US,small_airport,45.504811,-98.595539
30TA,Tri-Modal Air Park,Georgetown,US,small_airport,30.585468,-97.717552
30TE,Cone Airport,Lorenzo,US,small_airport,33.811199,-101.396003
30TN,Tristar Skyline Medical Center Heliport,Nashville,US,heliport,36.24625,-86.749957
30TX,Burg Lake Aero Airport,Stonewall,US,small_airport,30.232361,-98.654972
30VA,Clinch Valley Medical Center Heliport,Richlands,US,heliport,37.094600677490234,-81.82099914550781
30WA,Weller Canyon Airport,Waitsburg,US,small_airport,46.31489944458008,-118.1780014038086
30WI,Chambers Island Airport,Fish Creek,US,small_airport,45.192562,-87.359333
30XA,Baylor Scott & White Aubrey Medical Center Heliport,Aubrey,US,heliport,33.220623,-96.912943
5NC2,Sugar Valley Airport,Mocksville,US,small_airport,35.984352,-80.511595
31AK,Dalrymple's Airport,Fairbanks,US,small_airport,64.83453,-147.437024
31AL,Old Chipley Helo Heliport,Slocomb,US,heliport,31.078289,-85.537789
31AR,Van Buren County Memorial Hospital Heliport,Clinton,US,heliport,35.57590103149414,-92.45349884033203
31CA,Baldwin Base Heliport,Irvine,US,heliport,33.69390106201172,-117.83200073242188
31CD,Diamond Star Ranch Airport,Colorado City,US,small_airport,37.870856,-104.789057
31CL,Presbyterian Intercommunity Hospital Whittier Heliport,Whittier,US,heliport,33.971497,-118.049622
31CT,Quiet Corner Heliport,Pomfret,US,heliport,41.854767,-71.928483
K31D,Inter County Airport,Irwin,US,small_airport,40.331203,-79.780204
31FA,S & S Avion Ranch Airport,Oxford,US,small_airport,28.959199905395508,-82.13420104980469
31FD,Florida State Hospital Heliport,Chattahoochee,US,heliport,30.706300735473633,-84.84239959716797
31FL,Forever Florida Airport,St Cloud,US,small_airport,28.043352,-81.01923
31GA,WGCL-TV Heliport,Atlanta,US,heliport,33.787341,-84.401055
31GE,Tailwind Ranch Airport,Gordon,US,small_airport,32.81924,-83.407809
31ID,Thunder Ridge Airport,Sandpioint,US,small_airport,48.391667,-116.36625
31IL,Tamms Correctional Center Heliport,Tamms,US,heliport,37.25279998779297,-89.28060150146484
31IN,Timber House Airport,Lafayette,US,small_airport,40.28499984741211,-86.85639953613281
31IS,Mason District Hospital Heliport,Havana,US,heliport,40.30780029,-90.05460358
31KY,Wild Blue Airport,Paris,US,small_airport,38.109928,-84.338737
31LA,Iota Volunteer Fire Department Heliport,Iota,US,heliport,30.329583,-92.497022
31LS,Helicopter Management Heliport,New Iberia,US,heliport,30.03420066833496,-91.86430358886719
31MA,Norm's Field,Belchertown,US,small_airport,42.26242,-72.409308
31MD,AGH Heliport,Berlin,US,heliport,38.340216,-75.210544
31ME,Coastline 1 Heliport,Scarborough,US,heliport,43.593781,-70.317381
31MO,Hannah Airport,Bolckow,US,small_airport,40.105499267578125,-94.74330139160156
31MT,Reverse 5 Bar M Airport,Great Falls,US,small_airport,47.236454,-111.302315
31NC,NH HMC Heliport,Huntersville,US,heliport,35.406792,-80.859071
31NE,Grimm Farm Airport,Crofton,US,small_airport,42.755001068115234,-97.7051010131836
31NH,Johnson's Heliport,Northwood,US,heliport,43.223588,-71.25072
31OH,Au Heliport,Mansfield,US,heliport,40.773101806640625,-82.56269836425781
31OK,Siegfried Point Heliport,Disney,US,heliport,36.48649978637695,-94.99079895019531
31OR,Heli-Jet Heliport,Eugene,US,heliport,44.06209945678711,-123.1449966430664
31PA,Foxcatcher Farm Heliport,Newtown Square,US,heliport,39.99789810180664,-75.41519927978516
31PN,Control Dynamics Heliport,Warminster,US,heliport,40.209167,-75.081389
31TE,Tenneco Lab Helistop,Houston,US,heliport,29.722999572753906,-95.47109985351562
31TN,Crockett Hospital Heliport,Lawrenceburg,US,heliport,35.222925,-87.336958
31TS,Flyers Field,Greenville,US,small_airport,33.190399169921875,-96.18910217285156
31TT,A1 HVM Heliport,Lucas,US,heliport,33.0995,-96.598444
31TX,Scott Airport,Waco,US,small_airport,31.596799850463867,-97.33000183105469
31UT,Kyle Norman Heliport,Herriman,US,heliport,40.4939,-112.0636
31VA,Aberdeen Field,Smithfield,US,small_airport,37.023799896240234,-76.5886001586914
31WA,Mary Bridge Heliport,Tacoma,US,heliport,47.259751,-122.452149
KW11,Sullivan Airport,Sullivan,US,small_airport,43.007432,-88.602237
31WN,Berlin Field LLC,Berlin,US,small_airport,43.991368,-88.961968
31XS,Fly-N-Ski Airport,Merit,US,small_airport,33.18370056152344,-96.27030181884766
32AK,Hardrock Field,Fairbanks,US,small_airport,64.909078,-147.908047
32AL,SES North Pad Heliport,Huntsville,US,heliport,34.664849,-86.746609
32AR,Stuttgart Memorial Hospital Heliport,Stuttgart,US,heliport,34.517789,-91.559656
32AZ,Scottsdale Healthcare Thompson Peak Hospital Heliport,Scottsdale,US,heliport,33.670111,-111.922312
32CA,Stone Airstrip,Lemoore,US,small_airport,36.331538,-119.825177
32CL,Bob's Flying Service Inc Airport,Knights Landing,US,small_airport,38.83319854736328,-121.71800231933594
32CN,Pacific Bell-2300 Imperial Hwy Heliport,El Segundo,US,heliport,33.93048,-118.38239
32CO,Braun Airport,Penrose,US,small_airport,38.45472,-105.081899
32FA,Sunset Strip Airpark,Okeechobee,US,small_airport,27.23419952392578,-80.90370178222656
32FD,Kearney Construction Heliport,Riverview,US,heliport,27.904399871826172,-82.38330078125
32GA,Sebastian Cove Airport,Eatonton,US,small_airport,33.454201,-83.277802
32ID,Chimney Creek Airport,Fairfield,US,small_airport,43.366217,-114.99109
32II,Roberts Airport,Vevay,US,small_airport,38.81639862060547,-85.1063003540039
32IL,Village of Tamms Heliport,Tamms,US,heliport,37.23889923095703,-89.26580047607422
32IS,Baker Airport,Kilbourne,US,small_airport,40.14061,-89.99601
32KS,Wilkens Airport,Healy,US,small_airport,38.593101501464844,-100.61299896240234
32KY,St Elizabeth Medical Center South Heliport,Edgewood,US,heliport,39.013546,-84.56019
32LA,John W Stone Oil Distributor LLC Heliport,Cameron,US,heliport,29.774388,-93.35024
32LS,Stevens Strip,Ponchatoula,US,small_airport,30.41959953,-90.35900116
32MA,Berkshire Medical Center Heliport,North Adams,US,heliport,42.708035,-73.110328
32MD,Roseland Airport,Sudlersville,US,small_airport,39.18939971923828,-75.87680053710938
32MI,William Beaumont Hospital Heliport,Royal Oak,US,heliport,42.51503,-83.194095
32MN,Don's Landing Field,Watkins,US,small_airport,45.36750030517578,-94.39939880371094
32MS,Browns Landing,Foxworth,US,small_airport,31.194167,-89.9525
32MT,Vbob Airport,Twin Bridges,US,small_airport,45.460325,-112.435125
32NC,Hall Field,Parkton,US,small_airport,34.896400451660156,-79.04309844970703
32NE,Mc Ginn Ranch Airport,Dunning,US,small_airport,41.7210998535,-100.087997437
32NH,Lumberjack Heliport,Wentworth,US,heliport,43.838358,-71.885873
32NJ,George Harms Const Heliport,Farmingdale,US,heliport,40.20840072631836,-74.17459869384766
32NR,Sandy Creek Airport,Mooresville,US,small_airport,35.61866,-80.712959
32NY,S J M Landing Heliport,Washingtonville,US,heliport,42.4297981262207,-72.216796875
32OH,Rall Field,Mansfield,US,small_airport,40.760057,-82.41833
32OR,Pine Hollow Airport,Tygh Valley,US,small_airport,45.254799,-121.293999
32PN,Black Rock Airport,New Brighton,US,small_airport,40.73400115966797,-80.2759017944336
32TA,Wilbourn Ranch Airport,Harwood,US,small_airport,29.68727,-97.435899
32TN,Southern Tennessee Medical Center Heliport,Winchester,US,heliport,35.174281,-86.089917
32TS,Seton Medical Center H-4 Heliport,Austin,US,heliport,30.304567,-97.746542
32TT,The Mesquite Bean Airport,Ovalo,US,small_airport,32.161806,-99.779722
32TX,Hinson Airport,Kenney,US,small_airport,30.0580997467041,-96.35919952392578
32WI,Dalonia Airport,Hortonville,US,small_airport,44.31639862060547,-88.70089721679688
32WN,Bowman Ultralight Airstrip,Suring,US,small_airport,45.099013,-88.419871
32WS,Lisas Landing Seaplane Base,Osceola,US,seaplane_base,45.29676,-92.537791
32WY,Double L Ranch Airport,Etna,US,small_airport,43.080301,-111.031936
32XA,Medical Center Hospital Heliport,Odessa,US,heliport,31.84618,-102.374382
32XS,Cedar Circle Heliport,Midlothian,US,heliport,32.46149826049805,-97.00869750976562
33AK,Nugget Bench Airport,Nugget Bench,US,small_airport,62.515689,-150.945804
33AL,Russell Medical Heliport,Alexander City,US,heliport,32.930062,-85.970914
33AR,Skypoint Estates Airport,Greers Ferry,US,small_airport,35.602199554399995,-92.1425018311
33AZ,Yolo Ranch Airport,Camp Wood,US,small_airport,34.793156,-112.974472
33CL,Oak Country Ranch Airport,Paso Robles,US,small_airport,35.56829833984375,-120.7969970703125
33CN,Platform Hillhouse Heliport,Carpinteria,US,heliport,34.33110046386719,-119.60399627685547
33CO,Melby Ranch Airstrip,San Luis,US,small_airport,37.064998626708984,-105.46399688720703
33CT,Irish Hills Farms Airport,Bethlehem,US,small_airport,41.609444,-73.239722
33FA,Recreation Corporation Airport,Okeechobee,US,small_airport,27.598100662231445,-80.84590148925781
33FD,R O Ranch STOLport,Mayo,US,small_airport,29.914400100708008,-83.2665023803711
33FL,Flying S Ranch Airport,Kenansville,US,small_airport,27.860861,-80.999862
33GA,Hudson River Landing Airport,Carnesville,US,small_airport,34.2599983215332,-83.28669738769531
33ID,Ozzy's Airport,Fairfield,US,small_airport,43.379362,-114.769444
33II,Lifeline Landing Area Heliport,Connersville,US,heliport,39.658561,-85.143489
33IL,John Scharff Airport,Clinton,US,small_airport,40.166099548339844,-88.89830017089844
33IN,Rusby Field,Palmyra,US,heliport,38.44309997558594,-86.05780029296875
33IS,Howell Airport,Findlay,US,small_airport,39.544498443603516,-88.75759887695312
33KS,Buena Terra Airpark,Topeka,US,small_airport,39.152361,-95.610065
33KY,Bigger (Stol) STOLport,Utica,US,small_airport,37.612300872802734,-87.05690002441406
33LA,Sky Ranch Airport,Youngsville,US,small_airport,30.069599151611328,-91.98619842529297
33LL,Isley Airport,Wheeler,US,small_airport,39.086978,-88.290671
33LS,Our Lady of Lourdes Heart Hospital Heliport,Lafayette,US,heliport,30.173383,-92.026253
33MA,Seagate Heliport,Manchester,US,heliport,42.55979919433594,-70.77230072021484
33MS,Freedom Strip,Purvis,US,small_airport,31.102297,-89.418755
33MT,Kruger Heliport,West Glacier,US,heliport,48.48059844970703,-114.0009994506836
33NC,Easley Acres Airport,Lucama,US,small_airport,35.63473,-78.013601
33NE,Orr Ranch Airport,Hay Springs,US,small_airport,42.382895,-102.574239
33NH,Bear Hill Heliport,Henniker,US,heliport,43.144345,-71.853634
33NJ,Centra State Medical Center Heliport,Freehold,US,heliport,40.237098693847656,-74.31099700927734
33NR,Skyline Peak Airport,Mars Hill,US,small_airport,35.93897,-82.515467
33NY,Wayne Delp Airport,West Coxsackie,US,small_airport,42.393243,-73.867779
33OA,Liberty EMS Heliport,Liberty Township,US,heliport,39.377323,-84.368402
33OH,Sunset Strip,Jerome,US,small_airport,40.185298919677734,-83.17359924316406
33OI,Soaring Horse Airport,Spencer,US,small_airport,41.082802,-82.043198
33OK,Myrick Airport,Edmond,US,small_airport,35.7432903732,-97.4055790901
33OR,Crow-Mag Airport,Elmira,US,small_airport,44.06370162963867,-123.39099884033203
33SC,Triad Carolinas Hospital Heliport,Florence,US,heliport,34.161399841308594,-79.75389862060547
33TA,Lake Bonanza Airport,Montgomery,US,small_airport,30.33300018310547,-95.61219787597656
33TN,Bradley Memorial Hospital Heliport,Cleveland,US,heliport,35.178211,-84.869442
33TS,CHI Saint Joseph Health Burleson Hospital Heliport,Caldwell,US,heliport,30.521044,-96.716567
33UT,Saratoga Springs Intermountain Health Heliport,Saratoga Springs,US,heliport,40.382747,-111.925183
33VA,Fox Fire Airport,Halifax,US,small_airport,36.7843017578125,-79.04969787597656
33VT,Sky View Acres Airport,Williamstown,US,small_airport,44.118333,-72.565833
33WA,Franz Ranch Airport,Warden,US,small_airport,47.04990005493164,-118.85099792480469
33WI,St Mary's Hospital Heliport,Green Bay,US,heliport,44.53219985961914,-88.06590270996094
33WV,Healthnet One Base Heliport,Westover,US,heliport,39.632494,-80.000784
33WY,Skidmo Airport,Etna,US,small_airport,43.045926,-110.991236
33XS,Six Mile Volunteer Fire Department Heliport,Hemphill,US,heliport,31.250303,-93.778996
34AK,Cardwell Strip,Palmer,US,small_airport,61.625,-149.28900146484375
34AL,Gaston Steam Plant Heliport,Wilsonville,US,heliport,33.246578,-86.469113
34AR,Woodbridge Field,Marked Tree,US,small_airport,35.581454,-90.384668
34CD,Elk Park Ranch Airport,Allenspark,US,small_airport,40.262683,-105.448011
34CL,Burney Service Center Heliport,Burney,US,heliport,40.893609,-121.651354
34CN,Bonanza Hills Airport,Snelling,US,small_airport,37.52349853515625,-120.39800262451172
34CO,Simons Airport,Aurora,US,small_airport,39.716400146484375,-104.73200225830078
34FA,Gezik Seaplane Base,Rockledge,US,seaplane_base,28.25189971923828,-80.66889953613281
34FD,Blue Ridge Flightpark Airport,Oakhill,US,small_airport,28.857200622558594,-80.90699768066406
